index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
1663,407-1280746-9995549,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,654,MUMBAI,MAHARASHTRA,400059,IN,FALSE,
1664,402-5600672-9096358,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,S,Cancelled,0,,,HYDERABAD,TELANGANA,500015,IN,FALSE,
1665,402-2994221-1495542,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,563,Haldwani,UTTARAKHAND,263139,IN,FALSE,
1666,403-7224450-4672340,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,353,chentrappinni,KERALA,680687,IN,FALSE,
1667,171-3723297-8533156,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,563,MUMBAI,MAHARASHTRA,400008,IN,FALSE,
1668,402-8855214-7037161,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,599,RATNAGIRI,MAHARASHTRA,415612,IN,FALSE,
1669,171-8413255-5212302,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,PATNA,BIHAR,800001,IN,FALSE,
1670,404-1401189-7552363,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,3XL,Unshipped,1,INR,471,"BANGALORE, KARNATAKA",KARNATAKA,560093,IN,FALSE,
1671,408-1801721-0061100,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Cancelled,0,,,Haldwani,UTTARAKHAND,263139,IN,FALSE,
1672,403-7515075-4352354,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,486,TIRUCHIRAPPALLI,TAMIL NADU,620001,IN,FALSE,
1673,171-0691829-0413967,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1163,ARNIA,JAMMU & KASHMIR,181131,IN,FALSE,
1674,406-9367112-1579562,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,666,JAMSHEDPUR,JHARKHAND,831004,IN,FALSE,
1675,402-4318384-1219507,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,540,CHENNAI,TAMIL NADU,600106,IN,FALSE,
1676,406-6810611-2165928,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,874,JAMSHEDPUR,JHARKHAND,831004,IN,FALSE,
1677,408-0963298-6339516,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,690,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE,
1678,403-1171676-5803524,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,339,Tirunelveli,TAMIL NADU,627358,IN,FALSE,
1679,406-3440292-2916354,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,380,MUMBAI,MAHARASHTRA,400091,IN,FALSE,Easy Ship
1680,406-4943813-6257104,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,599,JAMSHEDPUR,JHARKHAND,831004,IN,FALSE,
1681,405-4426956-2638704,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201,IN,FALSE,
1682,405-4426956-2638704,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201,IN,FALSE,
1683,405-0904589-0449938,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,,,RISHIKESH,UTTARAKHAND,249201,IN,FALSE,Easy Ship
1684,403-2710130-4606705,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1186,PARDI,Gujarat,396125,IN,FALSE,
1685,408-6208151-5607534,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1099,ETMADPUR,UTTAR PRADESH,283202,IN,FALSE,
1686,408-9451450-4342710,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,654,Haldwani,UTTARAKHAND,263139,IN,FALSE,
1687,402-8730642-8549128,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,353,BENGALURU,KARNATAKA,560068,IN,FALSE,
1688,404-2543507-2754701,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,429,BENGALURU,KARNATAKA,560086,IN,FALSE,
1689,404-0491884-0382749,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,666,BENGALURU,KARNATAKA,560086,IN,FALSE,Easy Ship
1690,171-2039494-4641119,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,791,Greater NOIDA,UTTAR PRADESH,201309,IN,FALSE,
1691,403-8924591-8659559,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,545,ISAGARH,MADHYA PRADESH,473335,IN,FALSE,
1692,404-8989868-5325929,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,599,NASHIK,MAHARASHTRA,422013,IN,FALSE,
1693,404-8989868-5325929,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,493,NASHIK,MAHARASHTRA,422013,IN,FALSE,
1694,408-4858328-8941104,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Cancelled,0,,,MORADABAD,UTTAR PRADESH,244001,IN,FALSE,
1695,407-8910545-4029964,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XL,Cancelled,0,,,NOIDA,UTTAR PRADESH,201304,IN,FALSE,
1696,404-9817487-8322703,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,2,INR,1308,DEORIA,UTTAR PRADESH,274602,IN,FALSE,
1697,171-7758250-6622740,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,801,NEW DELHI,DELHI,110002,IN,FALSE,
1698,402-2191949-0899524,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,487,Kalyan,MAHARASHTRA,421204,IN,FALSE,
1699,171-1711118-6138764,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399,MANGALURU,KARNATAKA,575029,IN,FALSE,
1700,404-9231673-5888367,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,788,joshi road karol bagh new Delhi,Delhi,110005,IN,FALSE,
1701,407-9040108-6689964,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,458,KANPUR,UTTAR PRADESH,208001,IN,FALSE,Easy Ship
1702,408-7843376-7307514,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,626,NEW DELHI,DELHI,110062,IN,FALSE,Easy Ship
1703,402-6880220-5223545,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,666,THANE,MAHARASHTRA,401107,IN,FALSE,
1704,403-9422897-6435506,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,586,GURUGRAM,HARYANA,122017,IN,FALSE,
1705,407-1233874-0563510,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,459,JAIPUR,RAJASTHAN,302019,IN,FALSE,Easy Ship
1706,405-6168082-3380362,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,690,MUMBAI,MAHARASHTRA,400069,IN,FALSE,
1707,407-3747599-6128305,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,563,VISAKHAPATNAM,ANDHRA PRADESH,530026,IN,FALSE,
1708,402-5201553-6325907,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XS,Unshipped,1,INR,432,JAMSHEDPUR,JHARKHAND,831009,IN,FALSE,
1709,408-9008620-6061118,04-29-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,0,THANE,MAHARASHTRA,400615,IN,FALSE,Easy Ship
1710,171-7890160-8852316,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,511,AVANIGADDA,ANDHRA PRADESH,521121,IN,FALSE,Easy Ship
1711,171-6289011-1937908,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,474,NOIDA,UTTAR PRADESH,201301,IN,FALSE,
1712,171-6289011-1937908,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,329,NOIDA,UTTAR PRADESH,201301,IN,FALSE,
1713,171-1910092-3713144,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,631,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
1714,171-1910092-3713144,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,612,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
1715,407-8103303-9578732,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,799,RAIGARH MH,MAHARASHTRA,410210,IN,FALSE,
1716,404-3034187-1901108,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,383,Maheswaram mandal,TELANGANA,501359,IN,FALSE,
1717,404-3034187-1901108,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,625,Maheswaram mandal,TELANGANA,501359,IN,FALSE,
1718,404-3034187-1901108,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,888,Maheswaram mandal,TELANGANA,501359,IN,FALSE,
1719,406-6469499-6291525,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,486,HYDERABAD,TELANGANA,500072,IN,FALSE,
1720,406-7469828-9698734,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,THANE west,MAHARASHTRA,400615,IN,FALSE,
1721,408-8021858-7145918,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,751,CHENNAI,TAMIL NADU,600123,IN,FALSE,
1722,404-1878228-2086766,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,,,KHARAGPUR,WEST BENGAL,721126,IN,FALSE,
1723,407-0693936-4927507,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,3XL,On the Way,0,,,ALLAHABAD,UTTAR PRADESH,211002,IN,FALSE,Easy Ship
1724,406-4796841-5342705,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,413,NAVSARI,Gujarat,396445,IN,FALSE,Easy Ship
1725,404-7100189-6173140,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Cancelled,0,,,joshi road karol bagh new Delhi,Delhi,110005,IN,FALSE,
1726,404-2039483-5926748,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,271,KHARAGPUR,WEST BENGAL,721126,IN,FALSE,
1727,408-9273940-2609910,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,517,CHANDIGARH,CHANDIGARH,160014,IN,FALSE,
1728,171-2687114-9951522,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,791,PUNE,MAHARASHTRA,411045,IN,FALSE,
1729,408-5511269-0005127,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,715,UTEKHOL,MAHARASHTRA,402104,IN,FALSE,
1730,171-7971829-2579506,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,352,MUMBAI,MAHARASHTRA,400101,IN,FALSE,
1731,402-1445058-5329108,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,725,SHIMLA,HIMACHAL PRADESH,171301,IN,FALSE,
1732,171-6254071-4842708,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,969,Mysore,KARNATAKA,570009,IN,FALSE,
1733,405-4998920-1907527,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,342,ANANTAPUR,ANDHRA PRADESH,515001,IN,FALSE,
1734,405-8095930-4607525,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,526,THIRUVANANTHAPURAM,KERALA,695608,IN,FALSE,
1735,408-9626669-3677108,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,692,NOIDA,UTTAR PRADESH,201301,IN,FALSE,
1736,402-7175455-3071529,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,353,Payyannur,KERALA,670307,IN,FALSE,
1737,402-4307563-5344365,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,665,NAVI MUMBAI,MAHARASHTRA,400708,IN,FALSE,
1738,404-6639541-3079523,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,KARANJA Lad,MAHARASHTRA,444105,IN,FALSE,Easy Ship
1739,404-8066204-0050714,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,SAMASTIPUR,BIHAR,848101,IN,FALSE,
1740,404-8066204-0050714,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,SAMASTIPUR,BIHAR,848101,IN,FALSE,
1741,403-3580507-3769138,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XXL,On the Way,0,INR,856.2,AHMEDABAD,Gujarat,380008,IN,FALSE,Easy Ship
1742,403-2394041-2238759,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1186,OSMANABAD,MAHARASHTRA,413501,IN,FALSE,
1743,171-6587457-1721158,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,540.95,CHENNAI,TAMIL NADU,600117,IN,FALSE,Easy Ship
1744,403-3518985-7306764,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XXL,On the Way,0,INR,753.33,MUMBAI,MAHARASHTRA,400028,IN,FALSE,Easy Ship
1745,408-0816949-6325917,04-29-22,Shipped,Amazon,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,0,RAICHUR,KARNATAKA,584102,IN,FALSE,
1746,407-9503688-3348349,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,432,Pune,MAHARASHTRA,411007,IN,FALSE,
1747,402-5934848-4963539,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,ANDIPATTI JAKKAMPATTI,TAMIL NADU,625512,IN,FALSE,
1748,404-3392472-8443503,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,M,Cancelled,0,,,MARGAO,GOA,403709,IN,FALSE,
1749,408-5834570-5564310,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,597,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE,
1750,405-8897181-5519553,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,792,KOLKATA,WEST BENGAL,700101,IN,FALSE,
1751,405-2055215-2082755,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1065,CHANDIGARH,CHANDIGARH,160036,IN,FALSE,
1752,402-3570318-5723525,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,968,KARWAR,KARNATAKA,581301,IN,FALSE,
1753,402-0156022-5785928,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,626,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE,
1754,405-5888545-1453956,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,NEW DELHI,DELHI,110075,IN,FALSE,
1755,171-5717062-0793940,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1099,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE,
1756,171-3901263-9461117,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,648,FARIDABAD,HARYANA,121002,IN,TRUE,
1757,404-1990687-3297139,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XL,Unshipped,1,INR,487,NELLORE,ANDHRA PRADESH,524002,IN,FALSE,
1758,408-9120240-9572348,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1112,PANCHKULA,HARYANA,134113,IN,FALSE,
1759,406-8722175-1999503,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,376,JABALPUR,MADHYA PRADESH,482001,IN,FALSE,
1760,402-1689265-3757967,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,568,AGARTALA,TRIPURA,799001,IN,FALSE,
1761,403-4842065-7357115,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1112,HYDERABAD,TELANGANA,500048,IN,FALSE,
1762,408-4559676-3585900,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,725,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE,
1763,407-4937872-6083528,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,690,HYDERABAD,TELANGANA,500008,IN,FALSE,Easy Ship
1764,403-6017656-0910755,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Cancelled,0,,,NEW DELHI,DELHI,110095,IN,FALSE,
1765,405-0532803-0120331,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,443,AHMEDABAD,Gujarat,380015,IN,FALSE,Easy Ship
1766,405-0567281-0077956,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,597,MUMBAI,MAHARASHTRA,400030,IN,FALSE,
1767,405-9954704-7596311,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1146,VIJAYAWADA,ANDHRA PRADESH,520008,IN,FALSE,
1768,407-7452730-8781957,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,329,MAHNAR BAZAR,BIHAR,844504,IN,FALSE,
1769,405-4802278-1130767,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,518,CHANDIGARH,CHANDIGARH,160014,IN,FALSE,
1770,405-6118267-4453135,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,939,HAZARIBAGH,JHARKHAND,825301,IN,FALSE,Easy Ship
1771,408-7024102-0680315,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,460,PATNA,BIHAR,800014,IN,FALSE,
1772,404-2594413-5562732,04-29-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,411.43,Vizianagaram a,ANDHRA PRADESH,535240,IN,FALSE,Easy Ship
1773,403-5152956-3093925,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Cancelled,0,,,NEW DELHI,DELHI,110095,IN,FALSE,
1774,403-6221024-0434733,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,487,THANE,MAHARASHTRA,400607,IN,FALSE,
1775,408-2713115-5349131,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,363,ARAKONAM,TAMIL NADU,631002,IN,FALSE,
1776,171-9911641-7447562,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,635,INDUSTRIAL AREA DEVAKATHIKOPPA AND SIDLIPURA,KARNATAKA,577204,IN,FALSE,
1777,407-1541788-2812307,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,471,CUTTACK,ODISHA,753009,IN,FALSE,Easy Ship
1778,403-6164583-5066707,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,852,HYDERABAD,TELANGANA,500087,IN,FALSE,
1779,406-1211802-4985944,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1299,THANE,MAHARASHTRA,401107,IN,FALSE,
1780,407-4787404-6815549,04-29-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,791,CHENNAI,TAMIL NADU,600089,IN,FALSE,Easy Ship
1781,404-8567504-6541947,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,368,BENGALURU,KARNATAKA,560049,IN,FALSE,Easy Ship
1782,404-8567504-6541947,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,477,BENGALURU,KARNATAKA,560049,IN,FALSE,Easy Ship
1783,407-5638839-1021145,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,680,KOLKATA,WEST BENGAL,700053,IN,FALSE,
1784,404-4125202-5645168,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,HARIDWAR,UTTARAKHAND,249408,IN,FALSE,
1785,408-2830412-5001168,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,PUTTUR,KARNATAKA,574203,IN,FALSE,Easy Ship
1786,403-8416578-4487558,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XS,Shipped,1,INR,566,Tuchamakeri,KARNATAKA,571216,IN,FALSE,
1787,406-5635989-6652368,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,599,SAMBALPUR,ODISHA,768005,IN,FALSE,
1788,402-3387821-0046769,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,631,SIWAN,BIHAR,841226,IN,FALSE,
1789,405-3971331-2840320,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1186,BENGALURU,KARNATAKA,560032,IN,FALSE,
1790,404-5051575-0289923,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XXL,Cancelled,0,,,JAIPUR,RAJASTHAN,302019,IN,FALSE,
1791,402-3702495-9713129,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,329,MUMBAI,MAHARASHTRA,400022,IN,FALSE,
1792,402-4292542-1090729,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,690,"KANDIVALI (E), MUMBAI",MAHARASHTRA,400101,IN,FALSE,Easy Ship
1793,408-3964470-4217159,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,459,HYDERABAD,TELANGANA,500049,IN,FALSE,
1794,403-1159654-5341924,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,545,MUMBAI,MAHARASHTRA,400028,IN,FALSE,
1795,405-2708413-4759526,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,,,Patna,BIHAR,800001,IN,FALSE,
1796,402-5860958-8931531,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,885,Kolkata,WEST BENGAL,700063,IN,FALSE,
1797,405-8616777-5671537,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,HYDERABAD,TELANGANA,500051,IN,FALSE,
1798,402-2254745-0421162,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,363,JANGAON,TELANGANA,506167,IN,FALSE,
1799,402-6209959-5061136,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,685,Ernakulam,KERALA,682039,IN,FALSE,
1800,403-0748084-7987510,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Cancelled,0,,,MERTA CITY,RAJASTHAN,341510,IN,FALSE,
1801,408-0142626-6733164,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1281,THANE,MAHARASHTRA,400604,IN,FALSE,Easy Ship
1802,403-9402389-2621148,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1523,RANCHI,JHARKHAND,834002,IN,FALSE,
1803,405-9549408-2875529,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,852,Mumbai,MAHARASHTRA,400101,IN,FALSE,
1804,405-5247664-8593939,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,387,RANNI,KERALA,689676,IN,FALSE,
1805,404-4383051-7529151,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,744,Bangalore,KARNATAKA,560047,IN,FALSE,
1806,408-1055824-5425935,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XS,Shipped,1,INR,791,DIGRAS,MAHARASHTRA,445203,IN,FALSE,
1807,402-2835706-4302716,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1146,CUTTACK,ODISHA,753008,IN,FALSE,
1808,171-4968450-1156340,04-29-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,845.71,MUMBAI,MAHARASHTRA,400056,IN,FALSE,Easy Ship
1809,404-6722828-1093962,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,631,JALANDHAR,PUNJAB,144004,IN,FALSE,
1810,404-6368394-8034730,04-29-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,635,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE,
1811,404-4377438-0359543,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1463,THANE,MAHARASHTRA,401107,IN,FALSE,
1812,404-3249874-5165935,04-29-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1432,THANE,MAHARASHTRA,401107,IN,FALSE,
